Latin.name,Species,Family,Life.Form,USDA.Code,Rep,Exp,TRT,Code,YearCollected,Lat,Long,SoilMoisture,VegHeight,OHeight,CC1,CC2,CC3,CCAvg,CC.Relative,Stomatal.Conductance,WetWeight,DryWeight,LeafArea,LDMC,LWC,SLA,LMA,D15N,D13C,Percent_N,Percent_C,CN_ratio
Antennaria media,ANTMED,Asteraceae,Forb,ANME2,8,MUH,DRY,ANTMEDMUHDRY8,2017,40.05791667,-105.5901,5.6,6,9,5.4,11.4,26.9,14.56666667,0.516864796,NA,0.00432,0.00127,0.212,293.9814815,706.0185185,166.9291339,0.006,0.1989,-27.5162,2.763,47.2352,17.0956
Antennaria media,ANTMED,Asteraceae,Forb,ANME2,9,MUH,DRY,ANTMEDMUHDRY9,2017,40.05791667,-105.5900833,5.6,3.5,6,17.1,25.7,41.4,28.06666667,0.995881368,NA,0.0087,0.00243,0.36,279.3103448,720.6896552,148.1481481,0.0068,0.0818,-26.9505,2.8752,46.2632,16.0907
Antennaria media,ANTMED,Asteraceae,Forb,ANME2,10,MUH,DRY,ANTMEDMUHDRY10,2017,40.0579,-105.5900667,7.2,6.5,9,6.6,10.1,3.8,6.833333333,0.242465179,NA,0.0031,0.00084,0.196,270.9677419,729.0322581,233.3333333,0.0043,-1.9703,-27.427,2.2953,46.6952,20.3437
Arenaria fendleri,AREFEN,Caryophyllaceae,Forb,ARFE3,1,SAD,FF,AREFENSADFF1,2017,40.055,-105.5870667,NA,13,13.8,NA,NA,NA,NA,NA,NA,0.00686,0.00163,0.208,237.6093294,762.3906706,127.607362,0.0078,1.9813,-28.9518,3.0904,43.6352,14.1196
Arenaria fendleri,AREFEN,Caryophyllaceae,Forb,ARFE3,2,SAD ,FF,AREFENSADFF2,2017,40.05526667,-105.5867667,NA,4.5,5,NA,NA,NA,NA,NA,NA,0.00483,0.00136,0.101,281.573499,718.426501,74.26470588,0.0135,-1.5242,-27.0654,2.2532,38.7728,17.2079
Arenaria fendleri,AREFEN,Caryophyllaceae,Forb,ARFE3,3,SAD ,FF,AREFENSADFF3,2017,40.05535,-105.5866333,NA,7.8,8.5,NA,NA,NA,NA,NA,NA,0.00814,0.00235,0.198,288.6977887,711.3022113,84.25531915,0.0119,-1.509,-26.5857,2.0708,43.7919,21.1471
Arenaria fendleri,AREFEN,Caryophyllaceae,Forb,ARFE3,4,SAD ,FF,AREFENSADFF4,2017,40.0554,-105.5866333,NA,3.5,6.2,NA,NA,NA,NA,NA,NA,0.00605,0.00172,0.126,284.2975207,715.7024793,73.25581395,0.0137,-2.6492,-27.1717,2.9523,43.0883,14.5948
Arenaria fendleri,AREFEN,Caryophyllaceae,Forb,ARFE3,5,SAD ,FF,AREFENSADFF5,2017,40.05548333,-105.5865,NA,4,6.6,NA,NA,NA,NA,NA,NA,0.00896,0.00265,0.179,295.7589286,704.2410714,67.54716981,0.0148,-2.6553,-28.1341,2.8751,43.0055,14.9577
Arenaria fendleri,AREFEN,Caryophyllaceae,Forb,ARFE3,6,SAD ,FF,AREFENSADFF6,2017,40.05553333,-105.5863667,NA,11,11.5,NA,NA,NA,NA,NA,NA,0.00671,0.00197,0.233,293.5916542,706.4083458,118.2741117,0.0085,-0.9824,-26.7173,2.7687,40.5958,14.6622
Arenaria fendleri,AREFEN,Caryophyllaceae,Forb,ARFE3,7,SAD ,FF,AREFENSADFF7,2017,40.05553333,-105.5863667,NA,10,10.5,NA,NA,NA,NA,NA,NA,0.01229,0.00321,0.357,261.1879577,738.8120423,111.2149533,0.009,-0.9672,-26.1476,2.3556,43.2038,18.3411
Arenaria fendleri,AREFEN,Caryophyllaceae,Forb,ARFE3,8,SAD ,FF,AREFENSADFF8,2017,40.05558333,-105.58635,NA,11,11.5,NA,NA,NA,NA,NA,NA,0.00452,0.00114,0.119,252.2123894,747.7876106,104.3859649,0.0096,-2.5825,-27.6797,2.4719,42.1337,17.0452
Arenaria fendleri,AREFEN,Caryophyllaceae,Forb,ARFE3,9,SAD ,FF,AREFENSADFF9,2017,40.05558333,-105.5863,NA,7,7.6,NA,NA,NA,NA,NA,NA,0.00364,0.00092,0.086,252.7472527,747.2527473,93.47826087,0.0107,NA,NA,NA,NA,NA
Arenaria fendleri,AREFEN,Caryophyllaceae,Forb,ARFE3,10,SAD ,FF,AREFENSADFF10,2017,40.05558333,-105.5863,NA,9.6,10,NA,NA,NA,NA,NA,NA,0.00872,0.00238,0.262,272.9357798,727.0642202,110.0840336,0.0091,1.2848,-27.2294,2.3301,44.5546,19.1215
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,1,ITEX,XXW,ARTSCOITEXXXW1,2017,40.06028333,-105.5895833,71.1,7,7,35.1,78.3,18.3,43.9,1.557690928,NA,0.0457,0.00745,1.168,163.0196937,836.9803063,156.7785235,0.0064,0.8274,-30.4943,4.518,47.5615,10.527
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,1,ITEX,XXX,ARTSCOITEXXXX1,2017,40.0607,-105.58975,11,8.9,8.9,17.1,3.4,14.6,11.7,0.415147696,NA,0.15826,0.02852,3.581,180.2097814,819.7902186,125.5610098,0.008,NA,NA,NA,NA,NA
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,1,SAD,DRY,ARTSCOSADDRY1,2017,40.05498333,-105.5885,NA,11,12.5,6.3,3,4.6,4.633333333,0.164403219,NA,0.02786,0.00492,0.723,176.5972721,823.4027279,146.9512195,0.0068,-0.9121,-26.9928,3.0585,46.4715,15.1943
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,1,SAD,FF,ARTSCOSADFF1,2017,40.06525,-105.5998333,4.1,3.7,3.7,52.2,24.9,10.9,29.33333333,1.040826133,NA,0.03353,0.00874,0.965,260.6620936,739.3379064,110.4118993,0.0091,-2.4391,-27.3161,2.3254,45.766,19.6811
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,1,SAD,MOIST,ARTSCOSADMST1,2017,40.05545,-105.5901333,NA,16.5,20,13.6,5.9,22.7,14.06666667,0.499123441,NA,0.10455,0.01876,2.942,179.4356767,820.5643233,156.8230277,0.0064,-0.8846,-28.5207,3.3854,45.5905,13.4669
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,1,SAD,SNOWBED,ARTSCOSADSB1,2017,NA,NA,NA,5.4,5.4,14.6,5.9,35.8,18.76666667,0.665892174,NA,0.05505,0.01297,2.139,235.6039964,764.3960036,164.9190439,0.0061,-0.6305,-29.0269,2.6303,45.4335,17.2733
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,1,SAD,WET,ARTSCOSADWET1,2017,40.0538,-105.5903833,8.1,14,17,20.5,40.8,25,28.76666667,1.020719264,NA,0.0304,0.00668,1.158,219.7368421,780.2631579,173.3532934,0.0058,-1.7104,-29.7098,4.4634,47.8126,10.7121
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,2,ITEX,XXW,ARTSCOITEXXXW2,2017,40.06028333,-105.5895833,73.9,7,13,20,23.7,9.8,17.83333333,0.632774978,NA,0.0796,0.00908,1.625,114.0703518,885.9296482,178.9647577,0.0056,-0.4315,-27.6416,4.9442,45.5238,9.2076
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,2,ITEX,XXX,ARTSCOITEXXXX2,2017,40.0607,-105.58975,13,9,9,4.3,7.8,20.4,10.83333333,0.384396015,NA,0.1568,0.02692,3.728,171.6836735,828.3163265,138.4843982,0.0072,-0.0424,-29.9703,3.6733,46.5242,12.6657
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,2,SAD,DRY,ARTSCOSADDRY2,2017,40.05498333,-105.5885,NA,10,11.5,10.1,16.3,0.6,9,0.319344382,NA,0.03615,0.00656,1.068,181.4661134,818.5338866,162.804878,0.0061,-0.3897,-29.2574,2.9616,46.7082,15.7715
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,2,SAD,FF,ARTSCOSADFF2,2017,40.06525,-105.5998333,2.1,2.5,2.5,41.9,13.7,35.3,30.3,1.075126085,NA,0.02181,0.00498,0.594,228.3356259,771.6643741,119.2771084,0.0084,-1.8149,-28.2888,2.1273,43.8221,20.6004
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,2,SAD,MOIST,ARTSCOSADMST2,2017,40.05546667,-105.5900667,NA,14,14,8.2,12.8,5.4,8.8,0.31224784,NA,0.01198,0.0026,0.344,217.0283806,782.9716194,132.3076923,0.0076,-1.0968,-27.5342,4.1749,45.1883,10.8237
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,2,SAD,SNOWBED,ARTSCOSADSB2,2017,NA,NA,NA,6.4,6.4,12.3,13.5,14.7,13.5,0.479016572,NA,0.092,0.02065,2.37,224.4565217,775.5434783,114.7699758,0.0087,-1.5393,-27.2091,2.2625,45.3352,20.038
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,2,SAD,WET,ARTSCOSADWET2,2017,40.0538,-105.5903833,18.9,7.9,7.9,31,10.5,12.3,17.93333333,0.636323249,NA,0.09633,0.0198,2.484,205.5434444,794.4565556,125.4545455,0.008,-1.0534,-28.7177,3.2343,47.1348,14.5736
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,3,ITEX,XXW,ARTSCOITEXXXW3,2017,40.06036667,-105.5896,70.5,8,8,3,1.4,31.7,12.03333333,0.426975266,NA,0.08915,0.01489,2.23,167.0218732,832.9781268,149.7649429,0.0067,1.2166,-29.3342,3.2993,44.8567,13.596
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,3,ITEX,XXX,ARTSCOITEXXXX3,2017,40.06035,-105.5900167,14.4,9.5,9.5,25.8,5.6,1.6,11,0.3903098,NA,0.1113,0.01817,3.82,163.2524708,836.7475292,210.2366538,0.0048,0.1169,-30.2225,3.8258,46.3752,12.1216
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,3,SAD,DRY,ARTSCOSADDRY3,2017,40.05496667,-105.5884833,NA,9.5,10.1,2.9,2.4,28.1,11.13333333,0.395040828,NA,0.05862,0.00955,1.271,162.9136813,837.0863187,133.0890052,0.0075,-1.5458,-28.2304,3.6933,47.1056,12.7545
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,3,SAD,FF,ARTSCOSADFF3,2017,40.06525,-105.5998333,2.1,4,4,23.8,23.2,47,31.33333333,1.111791551,NA,0.0336,0.00791,1.029,235.4166667,764.5833333,130.0884956,0.0077,-0.4145,-27.3242,2.3192,44.8226,19.3269
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,3,SAD,MOIST,ARTSCOSADMST3,2017,40.05546667,-105.5900167,NA,6.5,6.5,15.3,1.2,14.3,10.26666667,0.364289147,NA,0.10889,0.02347,3.067,215.538617,784.461383,130.6774606,0.0077,-2.7195,-27.6599,2.8135,44.9743,15.9851
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,3,SAD,SNOWBED,ARTSCOSADSB3,2017,NA,NA,NA,8.2,8.2,6.3,7.5,30.5,14.76666667,0.523961337,NA,0.08278,0.01967,2.256,237.6177821,762.3822179,114.692425,0.0087,-0.5357,-28.6039,3.3832,46.2018,13.6563
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,3,SAD,WET,ARTSCOSADWET3,2017,40.0538,-105.5903833,28.2,7,7,8.9,31,47.6,29.16666667,1.034912348,NA,0.06518,0.01242,1.714,190.5492482,809.4507518,138.0032206,0.0072,-2.7105,-28.7805,2.7655,45.7359,16.538
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,4,ITEX,XXW,ARTSCOITEXXXW4,2017,40.06036667,-105.5899333,60.3,9,9,26.1,7.2,9.9,14.4,0.510951011,NA,0.20777,0.03263,5.649,157.0486596,842.9513404,173.122893,0.0058,-0.3502,-28.7956,4.4498,46.4351,10.4352
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,4,ITEX,XXX,ARTSCOITEXXXX4,2017,40.0599,-105.5886833,30.6,10,10,13.6,19,3.5,12.03333333,0.426975266,NA,0.1847,0.0337,5.033,182.4580401,817.5419599,149.347181,0.0067,0.1633,-30.2144,3.1414,45.7148,14.5522
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,4,SAD,DRY,ARTSCOSADDRY4,2017,40.05503333,-105.5885,NA,5.5,10.1,12.2,27,33.1,24.1,0.855133289,NA,0.1105,0.01891,2.86,171.1312217,828.8687783,151.2427287,0.0066,1.0462,-28.1909,3.6533,47.297,12.9465
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,4,SAD,FF,ARTSCOSADFF4,2017,40.06525,-105.5998333,7,3,3,23.4,85,63.3,57.23333333,2.030793716,NA,0.0264,0.00651,0.913,246.5909091,753.4090909,140.2457757,0.0071,-2.9491,-27.9514,2.6444,44.7884,16.9369
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,4,SAD,MOIST,ARTSCOSADMST4,2017,40.05541667,-105.59005,NA,6.5,6.5,11.6,9.9,13.6,11.7,0.415147696,NA,0.14444,0.02926,3.564,202.5754639,797.4245361,121.8045113,0.0082,-2.5033,-27.7056,3.4629,45.0028,12.9955
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,4,SAD,SNOWBED,ARTSCOSADSB4,2017,NA,NA,NA,7.1,7.1,27.8,13.3,11.4,17.5,0.620947409,NA,0.05973,0.01272,1.859,212.9583124,787.0416876,146.1477987,0.0068,-2.1304,-28.7621,2.7726,45.5537,16.4297
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,4,SAD,WET,ARTSCOSADWET4,2017,40.0538,-105.5903833,21.8,12.5,14,12,21.1,19.4,17.5,0.620947409,NA,0.0589,0.01074,2.154,182.3429542,817.6570458,200.5586592,0.005,-3.1589,-29.7806,4.1615,46.9614,11.2848
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,5,ITEX,XXW,ARTSCOITEXXXW5,2017,40.06036667,-105.5899333,71.1,5,5,18.2,4.9,46.5,23.2,0.82319885,NA,0.09618,0.01698,3.236,176.54398,823.45602,190.5771496,0.0052,0.9047,-29.8798,3.819,47.1927,12.3575
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,5,ITEX,XXX,ARTSCOITEXXXX5,2017,40.0599,-105.5886833,36.5,12.5,12.5,7.9,2.3,33.2,14.46666667,0.513316525,NA,0.1171,0.02265,3.707,193.4244236,806.5755764,163.6644592,0.0061,-0.2542,-29.4839,3.3431,45.978,13.753
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,5,SAD,DRY,ARTSCOSADDRY5,2017,40.05505,-105.5885,NA,12.5,14.1,NA,NA,NA,NA,NA,NA,0.07374,0.0113,1.695,153.2411174,846.7588826,150,0.0067,-1.7654,-28.537,3.4288,46.3648,13.5222
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,5,SAD,FF,ARTSCOSADFF5,2017,40.06525,-105.5998333,6,2.5,2.5,46.3,40.2,41.6,42.7,1.515111677,NA,0.03313,0.00809,1.001,244.1895563,755.8104437,123.7330037,0.0081,-1.9869,-28.9534,2.8112,45.9575,16.3478
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,5,SAD,MOIST,ARTSCOSADMST5,2017,40.05545,-105.59,NA,12,13.5,29.2,12.4,36.6,26.06666667,0.92491595,NA,0.03737,0.00881,1.066,235.7506021,764.2493979,120.9988649,0.0083,0.4083,-28.0624,3.7734,46.2194,12.2487
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,5,SAD,SNOWBED,ARTSCOSADSB5,2017,NA,NA,NA,7.4,7.4,3.4,45.9,12.2,20.5,0.727395536,NA,0.08139,0.02229,2.309,273.8665684,726.1334316,103.5890534,0.0097,-0.9795,-28.6445,2.8418,45.9173,16.1576
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,5,SAD,WET,ARTSCOSADWET5,2017,40.0538,-105.5903833,24.7,9.3,9.3,23.1,56.2,53.6,44.3,1.571884012,NA,0.1146,0.02534,3.529,221.1169284,778.8830716,139.2659826,0.0072,-2.6985,-28.167,3.108,46.9809,15.1162
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,6,ITEX,XXW,ARTSCOITEXXXW6,2017,40.0603,-105.58995,76.8,11,11,5.5,4.7,5.1,5.1,0.180961816,NA,0.21135,0.0258,3.187,122.0723918,877.9276082,123.5271318,0.0081,-0.0413,-28.8979,4.2356,46.9506,11.0848
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,6,SAD,DRY,ARTSCOSADDRY6,2017,40.0551,-105.5884833,NA,4,14.1,27.5,15.6,19.9,21,0.74513689,NA,0.08118,0.01512,1.958,186.2527716,813.7472284,129.4973545,0.0077,-1.7594,-26.3492,2.9949,45.8347,15.3042
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,6,SAD,FF,ARTSCOSADFF6,2017,40.06525,-105.5998333,4.1,3.5,3.5,4.5,16.1,15,11.86666667,0.421061481,NA,0.03005,0.00625,0.852,207.9866889,792.0133111,136.32,0.0073,-2.1467,-28.4499,2.9275,44.9298,15.3475
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,6,SAD,MOIST,ARTSCOSADMST6,2017,40.05546667,-105.59,NA,11.2,11.5,8.1,18.4,56.1,27.53333333,0.976957256,NA,0.04412,0.00935,1.293,211.9220308,788.0779692,138.2887701,0.0072,-1.1068,-28.5369,4.1173,45.7617,11.1146
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,6,SAD,SNOWBED,ARTSCOSADSB6,2017,NA,NA,NA,8.2,8.2,18.3,18.3,19.4,18.66666667,0.662343903,NA,0.09778,0.02192,2.373,224.1767233,775.8232767,108.2572993,0.0092,-0.0626,-29.5483,3.1349,46.1851,14.7327
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,6,SAD,WET,ARTSCOSADWET6,2017,40.0538,-105.5903833,26.7,9.5,13.5,26.9,18.2,19,21.36666667,0.758147217,NA,0.03939,0.00743,1.419,188.626555,811.373445,190.9825034,0.0052,-1.9471,-29.9578,4.2813,47.1049,11.0025
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,7,ITEX,XXW,ARTSCOITEXXXW7,2017,40.0603,-105.58995,71.1,5,5,6.8,10.5,31.3,16.2,0.574819887,NA,0.1395,0.02025,3.697,145.1612903,854.8387097,182.5679012,0.0055,-0.4796,-28.6813,3.7321,43.3675,11.6201
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,7,SAD,DRY,ARTSCOSADDRY7,2017,40.0551,-105.5884833,NA,8.7,9.5,3.4,30.9,6.5,13.6,0.482564843,NA,0.0395,0.00645,0.895,163.2911392,836.7088608,138.7596899,0.0072,-1.5268,-26.6751,3.1257,45.1958,14.4593
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,7,SAD,FF,ARTSCOSADFF7,2017,40.06525,-105.5998333,5,2.3,2.3,34.9,22.7,49.9,35.83333333,1.271463742,NA,0.02058,0.00442,0.692,214.7716229,785.2283771,156.561086,0.0064,-2.2955,-28.3739,2.0545,44.6569,21.7361
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,7,SAD,MOIST,ARTSCOSADMST7,2017,40.0555,-105.5899667,NA,15,15,16.9,19.8,35.4,24.03333333,0.852767775,NA,0.0744,0.0142,2.037,190.8602151,809.1397849,143.4507042,0.007,-0.7881,-27.7644,3.8323,44.1827,11.5291
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,7,SAD,SNOWBED,ARTSCOSADSB7,2017,NA,NA,NA,7.8,7.8,3.6,11.3,NA,7.45,0.264346183,NA,0.08513,0.02075,2.086,243.7448608,756.2551392,100.5301205,0.0099,-0.2855,-28.9133,2.5351,46.1195,18.1923
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,7,SAD,WET,ARTSCOSADWET7,2017,40.0538,-105.5903833,16.5,13.7,17.5,3,34.1,7.5,14.86666667,0.527509608,NA,0.08561,0.01304,1.536,152.3186544,847.6813456,117.791411,0.0085,-1.6974,-29.1145,4.0249,47.1633,11.7179
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,8,ITEX,XXW,ARTSCOITEXXXW8,2017,40.06071667,-105.5897167,34.6,7.5,12.3,7.9,26.1,19.9,17.96666667,0.637506006,NA,0.03875,0.0067,1.45,172.9032258,827.0967742,216.4179104,0.0046,0.3359,-29.6085,5.6168,48.3614,8.6101
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,8,SAD,DRY,ARTSCOSADDRY8,2017,40.0551,-105.5884167,NA,3.9,3.9,18.8,40.1,6.7,21.86666667,0.775888572,NA,0.07545,0.01486,1.574,196.9516236,803.0483764,105.9219381,0.0094,-1.6762,-27.5665,2.5708,45.4288,17.6714
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,8,SAD,FF,ARTSCOSADFF8,2017,40.06525,-105.5998333,5,4,4,10.8,2.5,4.8,6.033333333,0.214079011,NA,0.02326,0.00561,0.817,241.1865864,758.8134136,145.6327986,0.0069,-2.0526,-28.5218,2.0149,45.7083,22.6851
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,8,SAD,MOIST,ARTSCOSADMST8,2017,40.05551667,-105.5899833,NA,13,13,8.2,11.8,27.6,15.86666667,0.562992317,NA,0.0403,0.00862,1.001,213.8957816,786.1042184,116.12529,0.0086,-2.1404,-28.5845,3.4535,45.3233,13.1237
Artemisia scopulorum,ARTSCO,Asteraceae,Forb,ARSC,8,SAD,SNOWBED,ARTSCOSADSB8,2017,NA,NA,NA,6.9,6.9,19.2,32.3,14.9,22.13333333,0.785350627,NA,0.13047,0.0328,4.479,251.398789,748.601211,136.554878,0.0073,-1.8097,-29.2348,2.5921,45.1188,17.4064
