Latin.name,Species,Family,Life.Form,USDA.Code,Rep,Exp,TRT,Code,YearCollected,Lat,Long,SoilMoisture,VegHeight,OHeight,CC1,CC2,CC3,CCAvg,CC.Relative,Stomatal.Conductance,WetWeight,DryWeight,LeafArea,LDMC,LWC,SLA,LMA,D15N,D13C,Percent_N,Percent_C,CN_ratio
Castilleja occidentalis,CASOCC,Orobranchaceae,"Subshrub, Forb",CAOC4,2,ITEX,XNW,CASOCCITEXXNW2,2017,40.06035,-105.5900167,49.4,19,19,39.1,40.7,40.6,40.13333333,1.424039391,NA,0.09557,0.01664,3.228,174.1132154,825.8867846,193.9903846,0.0052,0.6647,-28.4102,2.227,41.6636,18.7082
Castilleja occidentalis,CASOCC,Orobranchaceae,"Subshrub, Forb",CAOC4,2,SAD,WET,CASOCCSADWET2,2017,40.05396667,-105.5903833,NA,20,22,34.2,25.1,34.3,31.2,1.107060523,NA,0.05793,0.01202,1.757,207.4918004,792.5081996,146.1730449,0.0068,-0.0037,-28.8061,3.5942,43.3318,12.0562
Castilleja occidentalis,CASOCC,Orobranchaceae,"Subshrub, Forb",CAOC4,3,SAD,WET,CASOCCSADWET3,2017,40.05396667,-105.5903833,NA,21.7,21.7,37.3,36.7,38.1,37.36666667,1.325870562,NA,0.06464,0.01388,2.381,214.7277228,785.2722772,171.5417867,0.0058,-0.2804,-29.6065,2.4094,44.1879,18.3401
Castilleja occidentalis,CASOCC,Orobranchaceae,"Subshrub, Forb",CAOC4,4,SAD,WET,CASOCCSADWET4,2017,40.05396667,-105.5903833,NA,16,19,20.3,37.7,37.9,31.96666667,1.134263933,NA,0.03901,0.0079,2.093,202.5121764,797.4878236,264.9367089,0.0038,0.0645,-25.5336,1.9936,42.8428,21.4907
Castilleja occidentalis,CASOCC,Orobranchaceae,"Subshrub, Forb",CAOC4,5,SAD,WET,CASOCCSADWET5,2017,40.05396667,-105.5903833,NA,15.9,16.2,20.8,19.8,16.7,19.1,0.677719743,NA,0.03296,0.00557,1.376,168.9927184,831.0072816,247.037702,0.004,0.3413,-29.7239,3.1804,41.6354,13.0913
Castilleja occidentalis,CASOCC,Orobranchaceae,"Subshrub, Forb",CAOC4,6,SAD,WET,CASOCCSADWET6,2017,40.05396667,-105.5903833,NA,17,21,16.2,26.5,30.7,24.46666667,0.868143615,NA,0.10622,0.02363,3.453,222.462813,777.537187,146.1278036,0.0068,0.3453,-29.1451,3.1573,41.6833,13.2023
Castilleja occidentalis,CASOCC,Orobranchaceae,"Subshrub, Forb",CAOC4,7,SAD,WET,CASOCCSADWET7,2017,40.05396667,-105.5903833,NA,15.2,17.5,31.6,33.2,42.3,35.7,1.266732714,NA,0.05918,0.01141,1.771,192.8016222,807.1983778,155.2147239,0.0064,2.1411,-28.2445,3.7942,40.5149,10.6781
Castilleja occidentalis,CASOCC,Orobranchaceae,"Subshrub, Forb",CAOC4,8,SAD,WET,CASOCCSADWET8,2017,40.05396667,-105.5903833,NA,16.5,18.5,34.8,31.6,31.2,32.53333333,1.154370802,NA,0.08565,0.01874,3.963,218.7974314,781.2025686,211.4727855,0.0047,0.5258,-29.6551,2.8623,44.5791,15.5744
Castilleja occidentalis,CASOCC,Orobranchaceae,"Subshrub, Forb",CAOC4,9,SAD,WET,CASOCCSADWET9,2017,40.05396667,-105.5903833,NA,14.5,18,16,35.1,27.8,26.3,0.933195249,NA,0.04611,0.00913,2.552,198.0047712,801.9952288,279.5180723,0.0036,0.3693,-27.4775,3.3522,43.9867,13.1216
Castilleja occidentalis,CASOCC,Orobranchaceae,"Subshrub, Forb",CAOC4,10,SAD,WET,CASOCCSADWET10,2017,40.05396667,-105.5903833,NA,12.5,15.6,6.8,15.8,28,16.86666667,0.598475026,NA,0.02788,0.00554,1.023,198.7087518,801.2912482,184.6570397,0.0054,-0.5241,-27.9774,2.744,41.7177,15.203
Cirsium scopulorum,CIRSCO,Asteraceae,Forb,CISC3,1,MUH,DRY,CIRSCOMUHDRY1,2017,40.05778333,-105.5898,7.2,37,37,101.4,60,62.2,74.53333333,2.644644582,NA,1.371,0.279,15.999,203.5010941,796.4989059,57.34408602,0.0174,-2.2716,-26.8622,2.2632,43.301,19.1327
Cirsium scopulorum,CIRSCO,Asteraceae,Forb,CISC3,2,MUH,DRY,CIRSCOMUHDRY2,2017,40.05778333,-105.5898,4.6,35.5,35.5,73.6,92.3,80.2,82.03333333,2.9107649,NA,3.852,0.5153,81.289,133.7746625,866.2253375,157.7508248,0.0063,-4.5977,-27.4769,1.8541,43.0136,23.1993
Cirsium scopulorum,CIRSCO,Asteraceae,Forb,CISC3,3,MUH,DRY,CIRSCOMUHDRY3,2017,40.05766667,-105.5898167,6.9,44,44,26.9,57,15,32.96666667,1.169746642,NA,2.73,0.471,34.178,172.5274725,827.4725275,72.56475584,0.0138,-1.6341,-26.5893,1.4102,42.634,30.2323
Cirsium scopulorum,CIRSCO,Asteraceae,Forb,CISC3,4,MUH,DRY,CIRSCOMUHDRY4,2017,40.0578,-105.5896667,7.2,53.5,53.5,58.5,64.1,86.5,69.7,2.473144822,NA,2.2,0.383,26.501,174.0909091,825.9090909,69.19321149,0.0145,1.6492,-26.1399,2.0026,43.3601,21.6519
Cirsium scopulorum,CIRSCO,Asteraceae,Forb,CISC3,5,MUH,DRY,CIRSCOMUHDRY5,2017,40.0578,-105.5896833,5.9,55,55,57.8,61.3,57.3,58.8,2.086383293,NA,5.73,0.986,60.041,172.0767888,827.9232112,60.89350913,0.0164,-1.2357,-27.0742,2.7993,45.1804,16.1402
Cirsium scopulorum,CIRSCO,Asteraceae,Forb,CISC3,6,MUH,DRY,CIRSCOMUHDRY6,2017,40.0578,-105.5896667,3.9,51,51,63.8,70.2,49.8,61.26666667,2.173907309,NA,3.51,0.621,44.139,176.9230769,823.0769231,71.07729469,0.0141,-1.97,-27.1452,2.2512,45.62,20.2648
Cirsium scopulorum,CIRSCO,Asteraceae,Forb,CISC3,7,MUH,DRY,CIRSCOMUHDRY7,2017,40.05783333,-105.5895667,4.9,51.5,51.5,19.3,76.1,73.2,56.2,1.99412825,NA,3.432,0.687,36.098,200.1748252,799.8251748,52.54439592,0.019,-0.7939,-26.4574,3.092,44.6491,14.4403
Cirsium scopulorum,CIRSCO,Asteraceae,Forb,CISC3,8,MUH,DRY,CIRSCOMUHDRY8,2017,40.05781667,-105.5895167,4.6,53,53,63.1,62.3,62.4,62.6,2.221217588,NA,1.75,0.372,22.772,212.5714286,787.4285714,61.21505376,0.0163,-1.2236,-27.0082,2.8165,42.4915,15.0866
Cirsium scopulorum,CIRSCO,Asteraceae,Forb,CISC3,9,MUH,DRY,CIRSCOMUHDRY9,2017,40.05778333,-105.5895167,6.9,51,51,75.7,78.6,54.7,69.66666667,2.471962065,NA,0.759,0.166,11.837,218.7088274,781.2911726,71.30722892,0.014,-2.1839,-27.8918,3.194,46.4037,14.5285
Cirsium scopulorum,CIRSCO,Asteraceae,Forb,CISC3,10,MUH,DRY,CIRSCOMUHDRY10,2017,40.05778333,-105.5895333,4.3,53,53,67.4,72.8,38.2,59.46666667,2.110038433,NA,3.453,0.653,40.33,189.110918,810.889082,61.7611026,0.0162,-1.7098,-26.1612,2.92,46.9315,16.0726
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,1,ITEX,PNW,DESCESITEXPNW1,2017,40.0607,-105.58975,12.9,22,27.5,6.9,15.9,4.7,9.166666667,0.325258166,NA,0.19507,0.06889,6.681,353.1552776,646.8447224,96.98069386,0.0103,2.3708,-27.7399,3.5163,46.1064,13.1123
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,1,ITEX,PNX,DESCESITEXPNX1,2017,40.0607,-105.58975,13.9,22.5,27.5,1.1,8.9,26.7,12.23333333,0.434071807,NA,0.1602,0.04665,5.053,291.1985019,708.8014981,108.3172562,0.0092,-1.1125,-25.6749,1.5517,45.6798,29.4391
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,1,ITEX,PXW,DESCESITEXPXW1,2017,40.0599,-105.5886833,63.7,10.5,35,4.1,3.7,2.4,3.4,0.120641211,NA,0.04061,0.01557,1.496,383.4031027,616.5968973,96.08220938,0.0104,1.3368,-28.0082,3.3364,46.9824,14.0817
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,1,ITEX,PXX,DESCESITEXPXX1,2017,40.0599,-105.5886833,70,16,31,3.5,4.9,0.4,2.933333333,0.104082613,NA,0.08665,0.03199,2.346,369.186382,630.813618,73.33541732,0.0136,1.7848,-24.7942,1.313,45.6156,34.7402
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,1,ITEX,XNW,DESCESITEXXNW1,2017,40.0599,-105.5886833,58,13.6,18.4,13.8,5.7,3.7,7.733333333,0.274399617,NA,0.02794,0.0098,1.241,350.7516106,649.2483894,126.6326531,0.0079,0.0786,-26.1809,1.0672,44.7346,41.9187
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,1,ITEX,XNX,DESCESITEXXNX1,2017,40.0607,-105.58975,7,14,18.5,5.9,6.7,4.1,5.566666667,0.197520414,NA,0.08715,0.03324,2.784,381.4113597,618.5886403,83.75451264,0.0119,2.3883,-27.2397,3.403,46.5364,13.6751
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,1,ITEX,XXW,DESCESITEXXXW1,2017,40.06033333,-105.58905,63.1,15,15,3.5,0.3,1.1,1.633333333,0.057955091,NA,0.06325,0.023,1.342,363.6363636,636.3636364,58.34782609,0.0171,2.476,-27.0171,2.6448,45.5793,17.2337
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,1,ITEX,XXX,DESCESITEXXXX1,2017,40.0599,-105.5886833,54.6,16.5,18.5,0.8,21.7,6.4,9.633333333,0.341816764,NA,0.0967,0.03766,3.409,389.4519131,610.5480869,90.5204461,0.011,1.1664,-27.1774,1.2127,44.021,36.3011
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,1,SAD,DRY,DESCESSADDRY1,2017,40.0552,-105.5895333,NA,15,15,25,7.5,77.6,36.7,1.302215423,NA,0.13904,0.04551,3.249,327.3158803,672.6841197,71.3909031,0.014,0.8832,-24.356,1.3438,44.2977,32.9642
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,1,SAD,MOIST,DESCESSADMST1,2017,40.0553,-105.5902167,NA,12.4,12.5,6.4,11.9,6.2,8.166666667,0.289775457,NA,0.05409,0.01484,1.362,274.3575522,725.6424478,91.77897574,0.0109,NA,NA,NA,NA,NA
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,1,SAD,SNOWBED,DESCESSADSB1,2017,NA,NA,NA,14.2,23.7,3.5,1.8,3.1,2.8,0.099351585,NA,0.0367,0.01229,0.806,334.8773842,665.1226158,65.5817738,0.0152,1.7764,-28.2053,1.784,47.5717,26.6655
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,1,SAD,WET,DESCESSADWET1,2017,40.0538,-105.5903833,13.9,18,37,4.6,3,3.7,3.766666667,0.133651538,NA,0.04692,0.01069,1.559,227.8346121,772.1653879,145.8372311,0.0069,1.0491,-27.8572,2.8294,45.4556,16.0656
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,2,ITEX,PNW,DESCESITEXPNW2,2017,40.0607,-105.58975,10.9,22.5,41,22.6,26.6,23.8,24.33333333,0.863412587,NA,0.12515,0.0432,4.205,345.1857771,654.8142229,97.33796296,0.0103,1.4798,-27.8169,2.4949,45.8229,18.367
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,2,ITEX,PNX,DESCESITEXPNX2,2017,40.0607,-105.58975,13.9,14.5,36.5,1,8.2,21.9,10.36666667,0.367837417,NA,0.13321,0.05812,4.311,436.3035808,563.6964192,74.17412251,0.0135,-0.2328,-25.3438,1.5702,45.6835,29.0932
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,2,ITEX,PXW,DESCESITEXPXW2,2017,40.0599,-105.5886833,70.5,19,24.5,1,8.5,6.2,5.233333333,0.185692844,NA,0.05078,0.01541,1.662,303.4659315,696.5340685,107.8520441,0.0093,1.8583,-26.465,1.7262,45.2372,26.2065
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,2,ITEX,PXX,DESCESITEXPXX2,2017,40.0599,-105.5886833,63.1,17.5,42.5,20.9,5.9,6.3,11.03333333,0.391492557,NA,0.1464,0.04909,4.766,335.3142077,664.6857923,97.08698309,0.0103,1.1083,-27.1566,0.7541,45.4421,60.2617
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,2,ITEX,XNW,DESCESITEXXNW2,2017,40.0599,-105.5886833,47.7,13.5,22,23,49.3,17.2,29.83333333,1.058567487,NA,0.0547,0.01725,1.942,315.3564899,684.6435101,112.5797101,0.0089,-2.5837,-26.0964,0.9021,53.2547,59.0353
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,2,ITEX,XNX,DESCESITEXXNX2,2017,40.0607,-105.58975,6,17.5,32.5,1.3,0.4,10.1,3.933333333,0.139565322,NA,0.09272,0.03247,2.582,350.1941329,649.8058671,79.51955651,0.0126,0.0068,-26.5167,3.3746,46.8814,13.8924
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,2,ITEX,XXW,DESCESITEXXXW2,2017,40.06033333,-105.58905,59.1,15.5,15.5,0.1,0.8,1.6,0.833333333,0.029568924,NA,0.06715,0.02474,1.441,368.4288905,631.5711095,58.24575586,0.0172,1.726,-26.3027,1.1559,44.5726,38.561
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,2,ITEX,XXX,DESCESITEXXXX2,2017,40.0599,-105.5886833,59.7,17,30,8.6,4.8,18,10.46666667,0.371385688,NA,0.06503,0.02096,2.411,322.3127787,677.6872213,115.028626,0.0087,0.1318,-26.7191,1.3959,43.6593,31.2777
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,2,SAD,DRY,DESCESSADDRY2,2017,40.0552,-105.5895,NA,15,15,8.3,8.9,10.5,9.233333333,0.32762368,NA,0.05945,0.02312,1.949,388.8982338,611.1017662,84.29930796,0.0119,-0.2155,-26.2367,2.1023,45.4172,21.6033
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,2,SAD,MOIST,DESCESSADMST2,2017,40.0553,-105.5902167,NA,16.4,16.4,4,1.5,0.6,2.033333333,0.072148175,NA,0.04561,0.01657,0.93,363.2975225,636.7024775,56.12552806,0.0178,-0.9702,-26.7655,1.67,43.0566,25.7831
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,2,SAD,SNOWBED,DESCESSADSB2,2017,NA,NA,NA,17,32,17.1,2.7,7.8,9.2,0.326440923,NA,0.06036,0.02554,1.77,423.1278993,576.8721007,69.30305403,0.0144,2.0398,-27.1132,1.3546,45.4917,33.583
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,2,SAD,WET,DESCESSADWET2,2017,40.0538,-105.5903833,25.1,14.9,25.5,18.1,11.4,2.2,10.56666667,0.374933959,NA,0.01305,0.00388,0.513,297.3180077,702.6819923,132.2164948,0.0076,0.1363,-26.2021,2.1929,43.0287,19.6217
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,3,ITEX,PNW,DESCESITEXPNW3,2017,40.0607,-105.58975,12.9,19.5,35,4.7,0.6,21.8,9.033333333,0.320527139,NA,0.11001,0.04045,3.813,367.693846,632.306154,94.2645241,0.0106,1.4838,-27.4543,2.91,45.5667,15.6584
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,3,ITEX,PNX,DESCESITEXPNX3,2017,40.0607,-105.58975,11.9,20,25,25.2,26.4,21.3,24.3,0.86222983,NA,0.07228,0.02672,2.924,369.673492,630.326508,109.4311377,0.0091,-0.9388,-26.3026,2.6193,45.3852,17.3271
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,3,ITEX,PXW,DESCESITEXPXW3,2017,40.0599,-105.5886833,70,15,20,0.3,2.9,10,4.4,0.15612392,NA,0.12074,0.04497,3.792,372.4532052,627.5467948,84.32288192,0.0119,1.811,-26.4407,1.5739,45.1713,28.6994
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,3,ITEX,PXX,DESCESITEXPXX3,2017,40.0599,-105.5886833,63.7,19.5,34.5,3.1,5.5,4.4,4.333333333,0.153758406,NA,0.08816,0.0285,2.506,323.2758621,676.7241379,87.92982456,0.0114,2.3021,-28.802,2.9931,45.4304,15.1785
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,3,ITEX,XNW,DESCESITEXXNW3,2017,40.0599,-105.5886833,60.3,23,27.5,21.3,29.6,34.4,28.43333333,1.008891694,NA,0.1505,0.05302,4.798,352.2923588,647.7076412,90.49415315,0.0111,1.6962,-25.9719,2.4015,45.7746,19.0608
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,3,ITEX,XNX,DESCESITEXXNX3,2017,40.0607,-105.58975,3.1,17.5,34.5,0.7,3.3,3.4,2.466666667,0.087524016,NA,0.15938,0.06384,4.021,400.5521395,599.4478605,62.98558897,0.0159,1.6147,-25.7319,2.4518,45.8475,18.6994
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,3,ITEX,XXW,DESCESITEXXXW3,2017,40.06033333,-105.58905,67.7,15.2,15.2,2.9,2.4,10.5,5.266666667,0.186875601,NA,0.07303,0.0262,2.354,358.7566753,641.2433247,89.84732824,0.0111,3.8126,-27.1314,1.5626,44.7678,28.65
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,3,ITEX,XXX,DESCESITEXXXX3,2017,40.0599,-105.5886833,24.4,22.5,33.5,11.3,25.5,3.7,13.5,0.479016572,NA,0.14349,0.04997,3.857,348.2472646,651.7527354,77.18631179,0.013,0.726,-25.2887,1.4827,44.1137,29.7513
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,3,SAD,DRY,DESCESSADDRY3,2017,40.05526667,-105.5895,NA,11,11,2.1,1.3,2.9,2.1,0.074513689,NA,0.03712,0.01531,1.055,412.4461207,587.5538793,68.90920967,0.0145,-0.8255,-26.975,1.0737,43.9636,40.9468
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,3,SAD,MOIST,DESCESSADMST3,2017,40.05525,-105.5902,NA,10,11,1.3,2.5,8.7,4.166666667,0.147844621,NA,0.05581,0.01862,1.765,333.6319656,666.3680344,94.7905478,0.0105,-1.7224,-25.2447,1.2755,42.8578,33.5999
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,3,SAD,SNOWBED,DESCESSADSB3,2017,NA,NA,NA,21,39.5,22.2,20,10.6,17.6,0.62449568,NA,0.1201,0.0452,2.998,376.3530391,623.6469609,66.32743363,0.0151,4.9142,-26.8639,1.2244,46.833,38.2504
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,3,SAD,WET,DESCESSADWET3,2017,40.0538,-105.5903833,18.9,15.2,27.5,3,18.4,20.2,13.86666667,0.492026899,NA,0.1205,0.03785,3.912,314.1078838,685.8921162,103.3553501,0.0097,-0.3051,-26.3752,1.4486,44.5613,30.7612
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,4,ITEX,PNW,DESCESITEXPNW4,2017,40.0607,-105.58975,13.9,18,18,13.6,23.2,2.8,13.2,0.46837176,NA,0.0532,0.01989,1.932,373.8721805,626.1278195,97.13423831,0.0103,2.7534,-26.707,3.4399,47.2878,13.747
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,4,ITEX,PNX,DESCESITEXPNX4,2017,40.0607,-105.58975,8,14,33.5,27.9,8.9,26.3,21.03333333,0.746319647,NA,0.14203,0.04697,4.582,330.7047807,669.2952193,97.5516287,0.0103,1.6373,-27.5448,3.4084,46.8481,13.7451
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,4,ITEX,PXW,DESCESITEXPXW4,2017,40.0599,-105.5886833,70.5,13,28.5,4.4,4.5,2.5,3.8,0.134834294,NA,0.07605,0.02347,2.071,308.6127548,691.3872452,88.24030677,0.0113,1.0559,-28.3181,2.3815,46.2467,19.4194
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,4,ITEX,PXX,DESCESITEXPXX4,2017,40.0599,-105.5886833,66.5,17.5,30,4.2,3.8,22.8,10.26666667,0.364289147,NA,0.013,0.00369,0.543,283.8461538,716.1538462,147.1544715,0.0068,NA,NA,NA,NA,NA
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,4,ITEX,XNW,DESCESITEXXNW4,2017,40.06035,-105.5900167,48.9,15.2,15.2,25.8,21.9,8.9,18.86666667,0.669440445,NA,0.0849,0.02473,2.76,291.2838634,708.7161366,111.6053376,0.009,-0.1925,-27.3885,2.7124,44.8709,16.5426
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,4,ITEX,XNX,DESCESITEXXNX4,2017,40.0607,-105.58975,5,13.5,36.5,6.1,1.7,6.7,4.833333333,0.17149976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,4,ITEX,XXW,DESCESITEXXXW4,2017,40.06035,-105.5899333,44.9,16,16,24,24.4,1.7,16.7,0.592561241,NA,0.10004,0.02986,2.498,298.4806078,701.5193922,83.65706631,0.012,1.8894,-24.7535,1.4271,43.6199,30.5659
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,4,ITEX,XXX,DESCESITEXXXX4,2017,40.0599,-105.5886833,63.7,12.5,24.5,4,21.1,20.6,15.23333333,0.540519935,NA,0.06518,0.01744,1.638,267.5667383,732.4332617,93.92201835,0.0106,2.205,-28.1983,1.4943,43.6581,29.2171
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,4,SAD,DRY,DESCESSADDRY4,2017,40.05531667,-105.5894667,NA,12.5,12.5,22.5,17,18.8,19.43333333,0.689547313,NA,0.07372,0.0304,2.229,412.371134,587.628866,73.32236842,0.0136,-2.2929,-25.2486,0.7033,44.6724,63.5184
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,4,SAD,MOIST,DESCESSADMST4,2017,40.05523333,-105.5901667,NA,12,14,11.2,2.9,9.8,7.966666667,0.282678916,NA,0.06756,0.02439,1.971,361.0124334,638.9875666,80.81180812,0.0124,-1.9786,-25.1231,1.448,43.2585,29.8737
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,4,SAD,SNOWBED,DESCESSADSB4,2017,NA,NA,NA,23,23,22.4,14,11.6,16,0.567723345,NA,0.1874,0.07338,4.157,391.5688367,608.4311633,56.65031344,0.0177,4.5452,-27.0179,2.3499,46.4849,19.7815
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,4,SAD,WET,DESCESSADWET4,2017,40.0538,-105.5903833,16.4,17.5,26.5,12.6,10.4,4.8,9.266666667,0.328806437,NA,0.1145,0.03098,3.014,270.5676856,729.4323144,97.28857327,0.0103,1.7172,-28.3563,3.8577,46.1925,11.9741
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,5,ITEX,PNW,DESCESITEXPNW5,2017,40.06035,-105.5900167,56.3,20.5,25,4.4,4.8,25.5,11.56666667,0.410416668,NA,0.02941,0.00979,1.026,332.8799728,667.1200272,104.8008172,0.0095,1.0982,-25.2357,2.9285,39.1001,13.3517
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,5,ITEX,PNX,DESCESITEXPNX5,2017,40.06035,-105.5900167,40.3,13.5,21.5,2.3,5.4,4.9,4.2,0.149027378,NA,0.02776,0.01047,0.842,377.1613833,622.8386167,80.42024833,0.0124,0.5948,-29.2497,2.6839,45.7195,17.0348
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,5,ITEX,PXW,DESCESITEXPXW5,2017,40.06035,-105.5900167,45.4,19.5,22.5,1.7,2.7,4.2,2.866666667,0.101717099,NA,0.1408,0.04505,3.581,319.9573864,680.0426136,79.48945616,0.0126,1.2472,-27.5698,1.9748,45.0725,22.8236
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,5,ITEX,PXX,DESCESITEXPXX5,2017,40.06035,-105.5900167,38,22,25,18.8,1.1,15.1,11.66666667,0.413964939,NA,0.16162,0.06073,4.504,375.7579507,624.2420493,74.16433394,0.0135,-0.9349,-24.6783,1.1196,43.8486,39.1633
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,5,ITEX,XNW,DESCESITEXXNW5,2017,40.06035,-105.5900167,31.8,19,19,18.5,21.6,23.2,21.1,0.748685161,NA,0.07679,0.01938,2.739,252.3766115,747.6233885,141.3312693,0.0071,-0.1231,-27.2366,5.155,44.376,8.6084
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,5,ITEX,XNX,DESCESITEXXNX5,2017,40.06035,-105.5900167,42.6,20.5,20.5,4.1,5.4,18,9.166666667,0.325258166,NA,0.0635,0.02491,2.079,392.2834646,607.7165354,83.46045765,0.012,1.512,-25.0818,1.2961,45.165,34.8482
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,5,ITEX,XXW,DESCESITEXXXW5,2017,40.06035,-105.5899333,54.6,17.5,17.5,20.1,29.4,12,20.5,0.727395536,NA,0.12534,0.0346,3.388,276.0491463,723.9508537,97.91907514,0.0102,1.1615,-24.1089,3.7439,45.8717,12.2523
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,5,ITEX,XXX,DESCESITEXXXX5,2017,40.06035,-105.5900167,38.6,18,26.5,1.1,23,8.2,10.76666667,0.382030501,NA,0.10235,0.02523,3.113,246.5070835,753.4929165,123.3848593,0.0081,1.2629,-28.0168,3.6254,44.3517,12.2337
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,5,SAD,DRY,DESCESSADDRY5,2017,40.0553,-105.5894333,NA,14,14,4.3,14.9,8.1,9.1,0.322892653,NA,0.09401,0.03851,2.557,409.6372726,590.3627274,66.39833809,0.0151,-0.6629,-24.9155,0.9049,45.4931,50.2746
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,5,SAD,MOIST,DESCESSADMST5,2017,40.05521667,-105.59015,NA,10.6,10.6,7.7,2.4,3,4.366666667,0.154941163,NA,0.0645,0.02362,2.104,366.2015504,633.7984496,89.07705334,0.0112,NA,NA,NA,NA,NA
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,5,SAD,SNOWBED,DESCESSADSB5,2017,NA,NA,NA,11.2,24.5,25.3,10.4,9.3,15,0.532240636,NA,0.04744,0.01734,1.409,365.5143339,634.4856661,81.25720877,0.0123,0.8061,-26.3999,0.872,44.576,51.1198
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,5,SAD,WET,DESCESSADWET5,2017,40.0538,-105.5903833,21.3,14,33,10.9,17.3,23.1,17.1,0.606754325,NA,0.0755,0.02461,2.219,325.9602649,674.0397351,90.16659894,0.0111,-0.3612,-26.0533,0.8813,44.7222,50.7462
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,6,ITEX,PNW,DESCESITEXPNW6,2017,40.06035,-105.5900167,55.1,17.5,19,28.1,18.8,24.8,23.9,0.848036747,NA,0.04981,0.01708,1.315,342.9030315,657.0969685,76.99063232,0.013,0.1639,-26.2868,1.833,43.9355,23.9686
Deschampsia cespitosa,DESCES,Poaceae,Graminoid,DECE,6,ITEX,PNX,DESCESITEXPNX6,2017,40.06035,-105.5900167,35.8,17.5,17.5,13.1,12.1,7.1,10.76666667,0.382030501,NA,0.08273,0.02748,2.636,332.1648737,667.8351263,95.92430859,0.0104,-0.6676,-28.0105,3.0717,45.5582,14.8315
