"ALT_SITECODE","LATITUDE","LONGITUDE","GPS_ELEV","slope","aspect","aspect_norhtness","aspect_eastness","dtm","NDVI","SAVI"
"Saddle Pt Quad 30A",40.055316031,-105.587589634,3543.099,9.0290002822876,351.307006835938,0.988512377459235,-0.151139933868885,3542.17993164062,0.298190921545029,0.174750193953514
"Saddle Pt Quad 31",40.056837225,-105.593071392,3571.115,12.8649997711182,88.3539962768555,0.0287242330291499,0.999587374088372,3571.97192382812,0.594282269477844,0.353643834590912
"Saddle Pt Quad 32",40.0566995847,-105.592536126,3561.285,13.6239995956421,91.7750015258789,-0.0309746657113746,0.999520169923583,3562.35791015625,0.225823044776917,0.148177310824394
"Saddle Pt Quad 33",40.0566161164,-105.59186516,3550.573,14.0220003128052,85.6549987792969,0.0757619122369805,0.997125936205751,3550.0791015625,0.487504422664642,0.264953464269638
"Saddle Pt Quad 34",40.0565124161,-105.591333967,3540.934,5.62200021743774,95.6579971313477,-0.0985902594716497,0.99512811272585,3542.251953125,0.455750077962875,0.203078836202621
"Saddle Pt Quad 35",40.0563589523,-105.59083297,3535.165,6.41599988937378,88.7870025634766,0.0211692176526871,0.999775907003151,3535.92211914062,0.544343709945679,0.274844080209732
"Saddle Pt Quad 36",40.0562519255,-105.590211027,3531.278,4.98000001907349,74.0019989013672,0.27560381971809,0.961271311626847,3531.9208984375,0.564988493919373,0.320375680923462
"Saddle Pt Quad 37",40.056159236,-105.589651572,3528.65,1.85699999332428,168.266998291016,-0.979105845047283,0.203351282745515,3530.05908203125,0.882248997688293,0.535369753837585
"Saddle Pt Quad 38",40.0560407217,-105.589124115,3529.412,3.08500003814697,353.007995605469,0.99256314879993,-0.121730832759692,3529.58911132812,0.631848871707916,0.403388917446136
"Saddle Pt Quad 39",40.0559360386,-105.588523184,3530.201,4.28200006484985,3.87899994850159,0.997709140789294,0.0676496148214345,3531.05688476562,0.470100671052933,0.284316062927246
"Saddle Pt Quad 40",40.0558233543,-105.587934204,3533.429,5.7189998626709,296.690002441406,0.449163107121885,-0.893449776540693,3534.89208984375,0.382850229740143,0.22882579267025
"Saddle Pt Quad 40A",40.0556737059,-105.587363703,3540.388,3.32999992370605,316.06201171875,0.720091213652406,-0.693879416051957,3539.6259765625,0.345495998859406,0.213681235909462
"Saddle Pt Quad 41",40.0572629588,-105.592842205,3566.349,9.49699974060059,58.8680000305176,0.517011477582082,0.855978464710645,3566.43603515625,0.120240457355976,0.0800711587071419
"Saddle Pt Quad 42",40.0571139576,-105.592380704,3557.976,5.48099994659424,58.2610015869141,0.526050634492786,0.850453249714373,3558.412109375,0.0490276366472244,0.0310368556529284
"Saddle Pt Quad 43",40.057062258,-105.591817021,3548.2,13.7530002593994,81.9000015258789,0.140901205571658,0.990023661468984,3548.98095703125,0.353800296783447,0.213105916976929
"Saddle Pt Quad 44",40.0569059883,-105.591232467,3539.18,5.8270001411438,63.6189994812012,0.444338133586642,0.895859153573116,3540.63598632812,0.536806344985962,0.333333343267441
"Saddle Pt Quad 45",40.0567867632,-105.590601959,3532.384,5.85300016403198,82.0439987182617,0.138412610867934,0.990374650903749,3532.38500976562,0.430015563964844,0.219096675515175
"Saddle Pt Quad 46",40.0567213231,-105.590056206,3526.291,6.74399995803833,48.431999206543,0.66350847024404,0.748168771009866,3527.66088867188,0.467555791139603,0.307281732559204
"Saddle Pt Quad 47",40.0565989495,-105.58955807,3524.238,7.61800003051758,322.453002929688,0.792853734693565,-0.609411975089484,3526.998046875,0.922285735607147,0.569647014141083
"Saddle Pt Quad 48",40.0564960528,-105.588935821,3526.415,4.57600021362305,343.997985839844,0.961252005664176,-0.275671147577325,3526.74096679688,0.540858507156372,0.313259690999985
"Saddle Pt Quad 49",40.0563694388,-105.588381116,3526.632,6.69799995422363,335.119995117188,0.907190892398264,-0.420719246944612,3527.56005859375,0.647834241390228,0.378206700086594
"Saddle Pt Quad 50",40.0562190974,-105.587789593,3530.685,6.40299987792969,283.204986572266,0.228435601866456,-0.973559025329184,3531.51293945312,0.419512182474136,0.267203658819199
"Saddle Pt Quad 50A",40.056100566,-105.587294041,3536.414,4.35500001907349,25.5690002441406,0.902066173442614,0.431597751072222,3535.96411132812,0.505154609680176,0.31662592291832
"Saddle Pt Quad 51",40.057659178,-105.592813489,3561.898,16.7700004577637,75.6940002441406,0.247100482329412,0.968989861470476,3561.60888671875,0.584771811962128,0.401939541101456
"Saddle Pt Quad 52",40.0575459203,-105.59222991,3553.021,4.9980001449585,69.8960037231445,0.34372519387298,0.939070280169159,3553.86401367188,0.834319531917572,0.560512363910675
"Saddle Pt Quad 53",40.0574271515,-105.591585235,3542.168,8.75500011444092,42.8639984130859,0.732970482538371,0.680260444041447,3543.55297851562,0.464052319526672,0.255912512540817
"Saddle Pt Quad 54",40.0573763631,-105.591091192,3534.801,9.35999965667725,62.7760009765625,0.457470429649771,0.889224834333845,3535.68994140625,0.498346239328384,0.314325481653214
"Saddle Pt Quad 55",40.0572030096,-105.590504461,3528.089,9.68099975585938,95.9349975585938,-0.10340010456175,0.994639843549724,3528.37109375,0.126357927918434,0.0780183672904968
"Saddle Pt Quad 56",40.0571559827,-105.589895409,3521.53,6.93699979782104,10.0249996185303,0.984731892115849,0.174077858011696,3522.3291015625,0.392999559640884,0.183340206742287
"Saddle Pt Quad 57",40.057008884,-105.589358694,3521.368,1.48399996757507,111.425003051758,-0.365283048911248,0.930896500250217,3522.96704101562,0.816223621368408,0.570589482784271
"Saddle Pt Quad 58",40.0569246498,-105.588809999,3521.654,2.26300001144409,330.325988769531,0.868856159970508,-0.495064615258758,3522.43701171875,0.564883053302765,0.325637251138687
"Saddle Pt Quad 59",40.056786333,-105.588221341,3524.259,5.73400020599365,337.9169921875,0.92664016681084,-0.375949466355225,3524.78002929688,0.461427360773087,0.283122569322586
"Saddle Pt Quad 60",40.0566822822,-105.587652923,3526.597,11.1180000305176,297.476013183594,0.461377226650934,-0.887204066000541,3527.42895507812,0.42108753323555,0.237649708986282
"Saddle Pt Quad 60A",40.0565799468,-105.587081461,3534.113,10.3959999084473,302.486999511719,0.5371082278808,-0.843513338094157,3534.02392578125,0.550366520881653,0.350166976451874
"Saddle Pt Quad 61",40.0581396658,-105.592550229,3551.76,14.668999671936,42.8549995422363,0.733077315152057,0.680145315362424,3552.05200195312,0.772644340991974,0.459951728582382
"Saddle Pt Quad 62",40.0580265097,-105.592101684,3545.044,11.9519996643066,59.6679992675781,0.505009767178442,0.86311362812458,3545.44409179688,0.35490009188652,0.205875128507614
"Saddle Pt Quad 63",40.0578688327,-105.591530125,3537.267,19.0790004730225,44.685001373291,0.710983580959932,0.70320860888174,3537.95288085938,0.0555284917354584,0.0375576503574848
"Saddle Pt Quad 64",40.0578221618,-105.590875283,3528.991,11.7659997940063,64.7900009155273,0.425937192734534,0.904752732985883,3529.57690429688,0.401742517948151,0.230584025382996
"Saddle Pt Quad 65",40.0576991541,-105.590410337,3521.916,8.9709997177124,66.5080032348633,0.398620967517408,0.917115763824549,3522.35595703125,0.183534532785416,0.108067080378532
"Saddle Pt Quad 66",40.0575966575,-105.589754653,3515.337,6.22499990463257,21.7919998168945,0.928537671748222,0.371238187885341,3516.31103515625,0.277208983898163,0.143577337265015
"Saddle Pt Quad 67",40.0574816785,-105.589217742,3516.542,11.081000328064,359.472991943359,0.99995769845918,-0.00919789607566276,3517.54711914062,0.80872917175293,0.586107075214386
"Saddle Pt Quad 68",40.0573569558,-105.588656361,3516.923,4.38899993896484,23.5279998779297,0.916865100181238,0.399197179435988,3517.30493164062,0.715207993984222,0.384052366018295
"Saddle Pt Quad 69",40.0572540373,-105.58808185,3518.987,8.89400005340576,326.43701171875,0.833278544757606,-0.552853386393396,3519.001953125,0.444444417953491,0.271628320217133
